lesson_id,client_id,date,time,branch,program,group,teacher,topic,enrolled,attended,total_absences,excused_absences,student_name,enrollment_status,attendance_flag,duration_academic_hours,duration_clock_hours
2219,321,16.10.2024,10:00,Основной,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_321,активна,1,1.0,45
2220,321,22.10.2024,15:00,Основной,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_321,активна,1,1.5,90
2221,321,01.11.2024,15:00,Основной,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_321,активна,1,1.0,60
2222,321,08.11.2024,14:00,Основной,Английский,A1,Иванов,Грамматика,1,0,0,0,Ученик_321,заморожена,0,2.0,45
2223,321,12.11.2024,14:00,Основной,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_321,активна,1,1.5,45
2224,321,19.11.2024,12:00,Основной,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_321,активна,1,2.0,45
2225,322,10.07.2024,10:00,Основной,Программирование,A1,Иванов,Грамматика,1,0,0,0,Ученик_322,заморожена,0,2.0,45
2226,322,12.07.2024,19:00,Основной,Математика,B2,Иванов,Лексика,1,0,0,0,Ученик_322,заморожена,0,1.0,45
2227,322,22.07.2024,20:00,Основной,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_322,активна,1,1.0,90
2228,322,29.07.2024,18:00,Основной,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_322,активна,1,2.0,90
2229,323,26.09.2025,13:00,Основной,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_323,активна,1,2.0,45
2230,323,02.10.2025,19:00,Основной,Программирование,B2,Петров,Разговор,1,0,0,0,Ученик_323,заморожена,0,1.0,60
2231,323,13.10.2025,16:00,Основной,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_323,активна,1,1.0,90
2232,323,16.10.2025,14:00,Основной,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_323,активна,1,1.0,45
2233,323,29.10.2025,15:00,Основной,Математика,C1,Петров,Лексика,1,0,0,0,Ученик_323,заморожена,0,1.0,60
2234,323,31.10.2025,19:00,Основной,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_323,активна,1,2.0,45
2235,323,06.11.2025,19:00,Основной,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_323,активна,1,1.5,90
2236,323,13.11.2025,18:00,Основной,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_323,активна,1,1.0,90
2237,323,20.11.2025,19:00,Основной,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_323,активна,1,1.5,90
2238,323,03.12.2025,12:00,Основной,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_323,активна,1,1.0,90
2239,324,14.06.2024,14:00,Северный,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_324,активна,1,1.5,90
2240,324,18.06.2024,14:00,Северный,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_324,активна,1,1.0,60
2241,324,23.06.2024,12:00,Северный,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_324,активна,1,1.0,60
2242,324,03.07.2024,12:00,Северный,Программирование,C1,Сидорова,Разговор,1,1,0,0,Ученик_324,активна,1,1.0,45
2243,324,06.07.2024,13:00,Северный,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_324,активна,1,2.0,90
2244,324,18.07.2024,12:00,Северный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_324,активна,1,1.5,45
2245,324,26.07.2024,12:00,Северный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_324,активна,1,2.0,45
2246,324,31.07.2024,17:00,Северный,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_324,активна,1,1.5,90
2247,324,02.08.2024,14:00,Северный,Английский,C1,Петров,Лексика,1,0,0,0,Ученик_324,заморожена,0,1.5,45
2248,325,22.06.2024,12:00,Основной,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_325,активна,1,1.0,60
2249,325,28.06.2024,12:00,Основной,Английский,B2,Петров,Разговор,1,0,0,0,Ученик_325,заморожена,0,1.5,60
2250,325,06.07.2024,15:00,Основной,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_325,активна,1,1.5,90
2251,326,12.01.2025,13:00,Южный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_326,активна,1,1.0,45
2252,326,17.01.2025,11:00,Южный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_326,активна,1,1.0,90
2253,326,26.01.2025,17:00,Южный,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_326,активна,1,1.0,60
2254,326,29.01.2025,15:00,Южный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_326,активна,1,1.0,90
2255,327,03.07.2025,18:00,Основной,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_327,активна,1,2.0,60
2256,327,07.07.2025,18:00,Основной,Английский,B2,Петров,Разговор,1,1,0,0,Ученик_327,активна,1,1.5,45
2257,327,14.07.2025,12:00,Основной,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_327,активна,1,2.0,90
2258,327,19.07.2025,14:00,Основной,Математика,C1,Сидорова,Лексика,1,1,0,0,Ученик_327,активна,1,1.0,60
2259,327,27.07.2025,13:00,Основной,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_327,активна,1,1.0,45
2260,327,05.08.2025,17:00,Основной,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_327,активна,1,2.0,90
2261,327,11.08.2025,12:00,Основной,Математика,C1,Сидорова,Грамматика,1,0,0,0,Ученик_327,заморожена,0,2.0,45
2262,327,20.08.2025,20:00,Основной,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_327,активна,1,1.5,45
2263,328,12.06.2025,19:00,Северный,Английский,C1,Иванов,Разговор,1,1,0,0,Ученик_328,активна,1,1.5,45
2264,328,13.06.2025,11:00,Северный,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_328,активна,1,2.0,90
2265,328,24.06.2025,13:00,Северный,Английский,B2,Петров,Разговор,1,1,0,0,Ученик_328,активна,1,1.0,45
2266,328,30.06.2025,16:00,Северный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_328,активна,1,2.0,45
2267,328,10.07.2025,20:00,Северный,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_328,активна,1,1.5,45
2268,328,16.07.2025,13:00,Северный,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_328,активна,1,1.0,45
2269,328,23.07.2025,13:00,Северный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_328,активна,1,1.0,45
2270,328,29.07.2025,10:00,Северный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_328,активна,1,2.0,45
2271,328,02.08.2025,14:00,Северный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_328,активна,1,1.5,90
2272,328,08.08.2025,9:00,Северный,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_328,активна,1,2.0,90
2273,328,15.08.2025,19:00,Северный,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_328,активна,1,1.5,45
2274,329,20.08.2025,15:00,Южный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_329,активна,1,1.0,60
2275,329,29.08.2025,19:00,Южный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_329,активна,1,1.0,60
2276,329,06.09.2025,14:00,Южный,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_329,активна,1,2.0,90
2277,329,09.09.2025,15:00,Южный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_329,активна,1,1.5,45
2278,329,23.09.2025,16:00,Южный,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_329,активна,1,2.0,45
2279,329,25.09.2025,19:00,Южный,Английский,B2,Сидорова,Разговор,1,0,0,0,Ученик_329,заморожена,0,2.0,90
2280,330,07.05.2024,10:00,Южный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_330,активна,1,2.0,60
2281,330,17.05.2024,17:00,Южный,Математика,A1,Иванов,Разговор,1,0,0,0,Ученик_330,заморожена,0,2.0,60
2282,330,24.05.2024,18:00,Южный,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_330,активна,1,2.0,45
2283,330,27.05.2024,16:00,Южный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_330,активна,1,1.5,90
2284,330,04.06.2024,13:00,Южный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_330,активна,1,2.0,60
2285,330,14.06.2024,20:00,Южный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_330,активна,1,1.5,45
2286,330,18.06.2024,18:00,Южный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_330,активна,1,1.5,60
2287,330,24.06.2024,20:00,Южный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_330,активна,1,1.0,90
2288,330,04.07.2024,13:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_330,активна,1,2.0,45
2289,330,06.07.2024,12:00,Южный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_330,активна,1,1.0,45
2290,331,06.09.2024,15:00,Северный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_331,активна,1,1.0,60
2291,331,11.09.2024,14:00,Северный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_331,активна,1,1.5,45
2292,331,18.09.2024,15:00,Северный,Английский,A1,Иванов,Разговор,1,0,0,0,Ученик_331,заморожена,0,1.5,45
2293,331,20.09.2024,18:00,Северный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_331,активна,1,2.0,60
2294,331,30.09.2024,20:00,Северный,Английский,B2,Петров,Лексика,1,1,0,0,Ученик_331,активна,1,1.5,90
2295,331,05.10.2024,17:00,Северный,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_331,активна,1,2.0,90
2296,331,18.10.2024,15:00,Северный,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_331,активна,1,1.0,60
2297,331,19.10.2024,9:00,Северный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_331,активна,1,1.0,60
2298,331,29.10.2024,19:00,Северный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_331,активна,1,1.5,90
2299,332,08.02.2026,10:00,Южный,Программирование,C1,Петров,Грамматика,1,0,0,0,Ученик_332,заморожена,0,2.0,90
2300,332,15.02.2026,14:00,Южный,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_332,активна,1,1.5,60
2301,332,22.02.2026,9:00,Южный,Программирование,C1,Сидорова,Разговор,1,1,0,0,Ученик_332,активна,1,1.5,90
2302,332,25.02.2026,13:00,Южный,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_332,активна,1,1.5,45
2303,332,03.03.2026,13:00,Южный,Английский,C1,Петров,Разговор,1,0,0,0,Ученик_332,заморожена,0,2.0,60
2304,332,11.03.2026,18:00,Южный,Английский,C1,Иванов,Грамматика,1,0,0,0,Ученик_332,заморожена,0,1.0,90
2305,332,16.03.2026,12:00,Южный,Программирование,C1,Иванов,Лексика,1,0,0,0,Ученик_332,заморожена,0,1.0,60
2306,332,26.03.2026,12:00,Южный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_332,активна,1,1.5,90
2307,332,30.03.2026,14:00,Южный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_332,активна,1,1.0,45
2308,332,10.03.2026,11:00,Южный,Математика,A1,Иванов,Разговор,1,0,0,0,Ученик_332,заморожена,0,1.0,45
2309,333,21.04.2024,18:00,Основной,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_333,активна,1,1.5,60
2310,333,29.04.2024,12:00,Основной,Английский,B2,Петров,Разговор,1,1,0,0,Ученик_333,активна,1,2.0,90
2311,333,02.05.2024,10:00,Основной,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_333,активна,1,2.0,60
2312,333,13.05.2024,13:00,Основной,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_333,активна,1,1.5,90
2313,333,19.05.2024,19:00,Основной,Английский,A1,Иванов,Грамматика,1,0,0,0,Ученик_333,заморожена,0,1.0,60
2314,333,22.05.2024,15:00,Основной,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_333,активна,1,1.0,60
2315,333,02.06.2024,13:00,Основной,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_333,активна,1,2.0,45
2316,333,07.06.2024,9:00,Основной,Программирование,C1,Сидорова,Разговор,1,1,0,0,Ученик_333,активна,1,1.0,45
2317,333,16.06.2024,10:00,Основной,Математика,C1,Сидорова,Лексика,1,1,0,0,Ученик_333,активна,1,1.0,60
2318,334,17.04.2025,17:00,Основной,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_334,активна,1,1.5,45
2319,334,29.04.2025,12:00,Основной,Программирование,A1,Сидорова,Разговор,1,0,0,0,Ученик_334,заморожена,0,2.0,45
2320,334,03.05.2025,15:00,Основной,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_334,активна,1,2.0,45
2321,334,07.05.2025,9:00,Основной,Английский,C1,Иванов,Разговор,1,1,0,0,Ученик_334,активна,1,1.0,90
2322,334,17.05.2025,16:00,Основной,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_334,активна,1,1.5,90
2323,334,21.05.2025,19:00,Основной,Английский,B2,Сидорова,Лексика,1,1,0,0,Ученик_334,активна,1,1.0,60
2324,334,30.05.2025,9:00,Основной,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_334,активна,1,1.5,90
2325,334,07.06.2025,15:00,Основной,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_334,активна,1,1.5,45
2326,334,11.06.2025,10:00,Основной,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_334,активна,1,1.5,90
2327,334,19.06.2025,18:00,Основной,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_334,активна,1,1.5,45
2328,335,17.05.2025,12:00,Северный,Английский,A1,Иванов,Лексика,1,0,0,0,Ученик_335,заморожена,0,2.0,90
2329,335,22.05.2025,20:00,Северный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_335,активна,1,1.5,45
2330,335,02.06.2025,13:00,Северный,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_335,активна,1,1.0,90
2331,335,06.06.2025,15:00,Северный,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_335,активна,1,2.0,60
2332,335,09.06.2025,10:00,Северный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_335,активна,1,2.0,45
2333,335,23.06.2025,11:00,Северный,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_335,активна,1,1.5,45
2334,335,29.06.2025,19:00,Северный,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_335,активна,1,2.0,90
2335,335,06.07.2025,19:00,Северный,Английский,B2,Петров,Грамматика,1,0,0,0,Ученик_335,заморожена,0,2.0,45
2336,335,09.07.2025,15:00,Северный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_335,активна,1,1.0,90
2337,335,17.07.2025,15:00,Северный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_335,активна,1,1.0,90
2338,336,23.10.2025,18:00,Северный,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_336,активна,1,2.0,45
2339,336,01.11.2025,18:00,Северный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_336,активна,1,1.5,60
2340,336,13.11.2025,9:00,Северный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_336,активна,1,2.0,90
2341,336,13.11.2025,10:00,Северный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_336,активна,1,1.0,60
2342,336,25.11.2025,18:00,Северный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_336,активна,1,2.0,60
2343,336,03.12.2025,10:00,Северный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_336,активна,1,2.0,45
2344,336,08.12.2025,9:00,Северный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_336,активна,1,1.0,90
2345,336,13.12.2025,18:00,Северный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_336,активна,1,1.5,90
2346,336,25.12.2025,16:00,Северный,Английский,C1,Иванов,Разговор,1,1,0,0,Ученик_336,активна,1,1.0,45
2347,337,27.10.2025,10:00,Южный,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_337,активна,1,1.0,45
2348,337,06.11.2025,9:00,Южный,Математика,B2,Иванов,Разговор,1,0,0,0,Ученик_337,заморожена,0,1.0,60
2349,337,12.11.2025,11:00,Южный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_337,активна,1,2.0,45
2350,337,15.11.2025,9:00,Южный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_337,активна,1,1.5,90
2351,337,24.11.2025,11:00,Южный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_337,активна,1,2.0,60
2352,337,30.11.2025,18:00,Южный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_337,активна,1,2.0,90
2353,338,09.01.2026,20:00,Северный,Математика,B2,Сидорова,Грамматика,1,0,0,0,Ученик_338,заморожена,0,2.0,60
2354,338,16.01.2026,19:00,Северный,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_338,активна,1,1.5,60
2355,338,19.01.2026,17:00,Северный,Математика,A1,Петров,Разговор,1,0,0,0,Ученик_338,заморожена,0,1.5,60
2356,338,31.01.2026,14:00,Северный,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_338,активна,1,2.0,60
2357,339,15.10.2025,17:00,Южный,Английский,C1,Сидорова,Лексика,1,1,0,0,Ученик_339,активна,1,2.0,45
2358,339,20.10.2025,12:00,Южный,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_339,активна,1,1.5,90
2359,339,25.10.2025,16:00,Южный,Английский,B2,Петров,Лексика,1,1,0,0,Ученик_339,активна,1,2.0,60
2360,340,19.05.2024,19:00,Южный,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_340,активна,1,1.5,45
2361,340,27.05.2024,19:00,Южный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_340,активна,1,2.0,90
2362,340,03.06.2024,20:00,Южный,Математика,C1,Сидорова,Лексика,1,1,0,0,Ученик_340,активна,1,2.0,45
2363,340,11.06.2024,20:00,Южный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_340,активна,1,2.0,45
2364,340,15.06.2024,15:00,Южный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_340,активна,1,1.0,60
2365,341,24.09.2025,18:00,Северный,Английский,C1,Иванов,Разговор,1,1,0,0,Ученик_341,активна,1,1.5,60
2366,341,01.10.2025,16:00,Северный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_341,активна,1,2.0,60
2367,341,05.10.2025,9:00,Северный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_341,активна,1,2.0,60
2368,341,13.10.2025,19:00,Северный,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_341,активна,1,1.0,60
2369,341,24.10.2025,11:00,Северный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_341,активна,1,1.5,45
2370,342,17.12.2025,16:00,Основной,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_342,активна,1,2.0,90
2371,342,26.12.2025,16:00,Основной,Программирование,B2,Иванов,Грамматика,1,0,0,0,Ученик_342,заморожена,0,2.0,90
2372,342,31.12.2025,12:00,Основной,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_342,активна,1,1.5,45
2373,342,12.01.2026,16:00,Основной,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_342,активна,1,2.0,60
2374,342,15.01.2026,14:00,Основной,Английский,C1,Иванов,Разговор,1,0,0,0,Ученик_342,заморожена,0,1.5,60
2375,342,23.01.2026,17:00,Основной,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_342,активна,1,1.5,60
2376,343,26.07.2025,15:00,Южный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_343,активна,1,2.0,45
2377,343,06.08.2025,16:00,Южный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_343,активна,1,1.5,90
2378,343,11.08.2025,20:00,Южный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_343,активна,1,1.0,90
2379,343,16.08.2025,12:00,Южный,Английский,B2,Петров,Лексика,1,1,0,0,Ученик_343,активна,1,1.0,45
2380,343,23.08.2025,16:00,Южный,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_343,активна,1,2.0,45
2381,343,04.09.2025,10:00,Южный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_343,активна,1,1.5,90
2382,343,06.09.2025,19:00,Южный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_343,активна,1,2.0,90
2383,343,12.09.2025,12:00,Южный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_343,активна,1,1.0,45
2384,343,24.09.2025,15:00,Южный,Программирование,B2,Иванов,Лексика,1,0,0,0,Ученик_343,заморожена,0,1.5,45
2385,343,01.10.2025,18:00,Южный,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_343,активна,1,2.0,90
2386,343,09.10.2025,19:00,Южный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_343,активна,1,1.0,90
2387,344,29.12.2024,14:00,Северный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_344,активна,1,1.0,45
2388,344,07.01.2025,12:00,Северный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_344,активна,1,2.0,45
2389,344,14.01.2025,12:00,Северный,Английский,A1,Петров,Грамматика,1,0,0,0,Ученик_344,заморожена,0,1.5,60
2390,344,24.01.2025,16:00,Северный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_344,активна,1,1.0,90
2391,344,31.01.2025,9:00,Северный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_344,активна,1,1.0,45
2392,344,05.02.2025,12:00,Северный,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_344,активна,1,1.0,45
2393,345,25.06.2024,18:00,Основной,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_345,активна,1,2.0,45
2394,345,05.07.2024,11:00,Основной,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_345,активна,1,1.5,90
2395,345,09.07.2024,14:00,Основной,Английский,B2,Иванов,Грамматика,1,1,0,0,Ученик_345,активна,1,2.0,45
2396,345,20.07.2024,18:00,Основной,Английский,C1,Иванов,Разговор,1,1,0,0,Ученик_345,активна,1,2.0,60
2397,345,24.07.2024,11:00,Основной,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_345,активна,1,1.0,60
2398,345,29.07.2024,16:00,Основной,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_345,активна,1,1.5,45
2399,345,04.08.2024,18:00,Основной,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_345,активна,1,1.0,60
2400,345,15.08.2024,18:00,Основной,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_345,активна,1,1.5,45
2401,345,18.08.2024,14:00,Основной,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_345,активна,1,1.0,90
2402,345,31.08.2024,17:00,Основной,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_345,активна,1,2.0,45
2403,345,04.09.2024,13:00,Основной,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_345,активна,1,2.0,60
2404,346,06.01.2026,15:00,Основной,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_346,активна,1,1.5,45
2405,346,10.01.2026,19:00,Основной,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_346,активна,1,1.5,90
2406,346,15.01.2026,20:00,Основной,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_346,активна,1,2.0,45
2407,346,21.01.2026,12:00,Основной,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_346,активна,1,1.0,45
2408,346,28.01.2026,14:00,Основной,Английский,A1,Иванов,Лексика,1,0,0,0,Ученик_346,заморожена,0,1.5,45
2409,347,25.03.2025,11:00,Южный,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_347,активна,1,2.0,90
2410,347,02.04.2025,12:00,Южный,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_347,активна,1,1.0,90
2411,347,08.04.2025,19:00,Южный,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_347,активна,1,2.0,60
2412,347,17.04.2025,9:00,Южный,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_347,активна,1,2.0,90
2413,347,22.04.2025,20:00,Южный,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_347,активна,1,2.0,45
2414,347,05.05.2025,18:00,Южный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_347,активна,1,1.5,60
2415,347,07.05.2025,9:00,Южный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_347,активна,1,2.0,90
2416,347,13.05.2025,16:00,Южный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_347,активна,1,1.0,60
2417,347,24.05.2025,9:00,Южный,Программирование,C1,Сидорова,Разговор,1,1,0,0,Ученик_347,активна,1,1.5,45
2418,348,22.12.2024,9:00,Южный,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_348,активна,1,2.0,45
2419,348,31.12.2024,13:00,Южный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_348,активна,1,2.0,60
2420,348,05.01.2025,14:00,Южный,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_348,активна,1,1.0,60
2421,348,16.01.2025,12:00,Южный,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_348,активна,1,1.0,90
2422,348,23.01.2025,15:00,Южный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_348,активна,1,1.0,45
2423,348,30.01.2025,15:00,Южный,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_348,активна,1,1.5,60
2424,348,07.02.2025,10:00,Южный,Английский,C1,Сидорова,Лексика,1,1,0,0,Ученик_348,активна,1,2.0,60
2425,348,07.02.2025,11:00,Южный,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_348,активна,1,1.5,90
2426,349,04.06.2025,13:00,Основной,Математика,B2,Петров,Грамматика,1,0,0,0,Ученик_349,заморожена,0,1.5,60
2427,349,08.06.2025,9:00,Основной,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_349,активна,1,1.5,60
2428,349,13.06.2025,11:00,Основной,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_349,активна,1,1.0,60
2429,349,22.06.2025,15:00,Основной,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_349,активна,1,1.5,60
2430,349,03.07.2025,13:00,Основной,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_349,активна,1,2.0,60
2431,349,10.07.2025,12:00,Основной,Математика,C1,Сидорова,Грамматика,1,0,0,0,Ученик_349,заморожена,0,1.0,45
2432,349,14.07.2025,16:00,Основной,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_349,активна,1,1.5,90
2433,350,11.02.2025,10:00,Северный,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_350,активна,1,1.0,90
2434,350,16.02.2025,11:00,Северный,Математика,A1,Петров,Лексика,1,1,0,0,Ученик_350,активна,1,2.0,45
2435,350,26.02.2025,13:00,Северный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_350,активна,1,1.0,90
