homework_id,client_id,date,score,topic
1125,243,19.06.2024,3.9,Грамматика
1126,243,23.05.2024,3.2,Письмо
1127,243,09.07.2024,4.4,Аудирование
1128,243,17.08.2024,3.2,Грамматика
1129,243,13.08.2024,3.6,Аудирование
1130,244,11.06.2025,4.8,Лексика
1131,244,24.11.2025,5.0,Аудирование
1132,244,15.06.2025,3.1,Лексика
1133,244,23.07.2025,2.6,Грамматика
1134,244,31.07.2025,5.0,Письмо
1135,245,25.01.2026,1.0,Грамматика
1136,245,06.10.2025,3.0,Лексика
1137,245,07.12.2025,1.7,Лексика
1138,245,30.09.2025,3.8,Письмо
1139,245,10.12.2025,1.0,Грамматика
1140,245,15.11.2025,1.0,Письмо
1141,246,09.04.2025,2.8,Письмо
1142,246,25.05.2025,1.6,Грамматика
1143,246,10.04.2025,2.3,Грамматика
1144,246,13.06.2025,1.8,Лексика
1145,247,23.02.2025,3.8,Грамматика
1146,247,23.03.2025,1.7,Аудирование
1147,247,09.05.2025,4.3,Письмо
1148,248,07.09.2024,1.0,Аудирование
1149,248,22.11.2024,1.0,Лексика
1150,248,03.09.2024,2.1,Письмо
1151,248,23.07.2024,1.6,Лексика
1152,248,29.09.2024,1.0,Аудирование
1153,248,19.09.2024,1.0,Грамматика
1154,249,07.12.2025,3.0,Письмо
1155,249,15.11.2025,1.6,Письмо
1156,250,22.11.2024,3.7,Письмо
1157,250,03.08.2024,3.0,Грамматика
1158,251,06.09.2024,3.9,Грамматика
1159,251,09.12.2024,2.8,Лексика
1160,251,26.09.2024,3.0,Грамматика
1161,251,22.08.2024,4.1,Письмо
1162,252,24.08.2025,3.0,Лексика
1163,252,23.03.2025,3.8,Грамматика
1164,252,01.07.2025,4.1,Лексика
1165,252,26.03.2025,3.0,Аудирование
1166,252,29.08.2025,3.7,Аудирование
1167,253,25.01.2026,1.9,Аудирование
1168,253,21.09.2025,2.0,Аудирование
1169,253,28.09.2025,3.3,Аудирование
1170,253,22.09.2025,3.9,Письмо
1171,253,02.11.2025,2.6,Аудирование
1172,253,03.12.2025,1.5,Письмо
1173,254,15.03.2026,4.2,Аудирование
1174,254,14.04.2026,3.0,Лексика
1175,254,31.03.2026,1.0,Аудирование
1176,254,02.05.2026,3.4,Лексика
1177,254,12.01.2026,3.1,Лексика
1178,255,08.04.2025,4.3,Лексика
1179,255,29.06.2025,2.9,Грамматика
1180,255,08.04.2025,4.3,Письмо
1181,255,20.06.2025,3.3,Грамматика
1182,256,29.11.2025,4.0,Аудирование
1183,256,10.02.2026,3.1,Письмо
1184,257,09.09.2025,1.9,Лексика
1185,257,02.11.2025,1.8,Грамматика
1186,257,15.10.2025,2.2,Грамматика
1187,257,05.02.2026,3.0,Аудирование
1188,258,02.11.2025,4.5,Грамматика
1189,258,15.03.2026,5.0,Грамматика
1190,258,28.01.2026,3.4,Письмо
1191,258,28.01.2026,2.4,Аудирование
1192,258,09.11.2025,3.4,Грамматика
1193,258,16.03.2026,3.2,Аудирование
1194,258,19.02.2026,2.7,Грамматика
1195,259,01.04.2025,3.0,Лексика
1196,259,12.03.2025,4.0,Аудирование
1197,259,17.03.2025,3.4,Лексика
1198,259,11.05.2025,3.1,Лексика
1199,260,11.11.2025,4.3,Письмо
1200,260,25.01.2026,3.8,Аудирование
1201,261,02.10.2024,4.1,Аудирование
1202,261,21.12.2024,2.8,Лексика
1203,261,03.11.2024,2.7,Грамматика
1204,262,28.04.2025,3.0,Письмо
1205,262,15.01.2025,1.6,Аудирование
1206,262,27.03.2025,3.3,Письмо
1207,262,22.12.2024,2.3,Лексика
1208,262,18.04.2025,2.7,Письмо
1209,263,17.01.2026,1.4,Грамматика
1210,263,25.04.2026,1.0,Лексика
1211,263,15.04.2026,1.0,Лексика
1212,263,16.01.2026,1.7,Лексика
1213,264,14.03.2026,3.9,Письмо
1214,264,26.03.2026,2.9,Лексика
1215,264,06.01.2026,3.7,Аудирование
1216,265,02.12.2024,3.3,Аудирование
1217,265,13.09.2024,3.3,Письмо
1218,265,02.12.2024,4.6,Аудирование
1219,266,14.07.2025,4.3,Аудирование
1220,266,17.08.2025,5.0,Лексика
1221,266,13.11.2025,3.8,Лексика
1222,267,29.01.2025,3.5,Лексика
1223,267,27.02.2025,2.9,Аудирование
1224,267,08.02.2025,4.0,Лексика
1225,267,01.12.2024,3.9,Письмо
1226,267,18.04.2025,2.4,Лексика
1227,267,23.04.2025,2.9,Лексика
1228,268,09.04.2025,2.0,Грамматика
1229,268,17.12.2024,5.0,Лексика
1230,268,24.10.2024,3.7,Лексика
1231,268,10.01.2025,4.6,Лексика
1232,268,27.11.2024,3.3,Письмо
1233,269,10.03.2026,3.7,Грамматика
1234,269,01.04.2026,3.0,Аудирование
1235,270,14.04.2025,3.3,Грамматика
1236,270,25.01.2025,2.9,Аудирование
1237,271,11.12.2024,2.3,Письмо
1238,271,08.03.2025,1.8,Аудирование
1239,271,06.04.2025,2.7,Грамматика
1240,271,22.02.2025,3.0,Письмо
1241,271,27.12.2024,2.4,Аудирование
1242,272,26.11.2024,2.8,Лексика
1243,272,23.01.2025,3.3,Аудирование
1244,272,20.01.2025,3.7,Письмо
1245,273,15.01.2026,3.7,Письмо
1246,273,06.11.2025,4.0,Грамматика
1247,273,22.03.2026,1.1,Письмо
1248,274,15.12.2024,1.0,Аудирование
1249,274,22.12.2024,1.0,Письмо
1250,274,26.10.2024,1.6,Лексика
1251,274,16.07.2024,1.7,Аудирование
1252,274,16.10.2024,1.0,Грамматика
1253,274,18.12.2024,1.0,Аудирование
1254,275,29.11.2025,4.7,Грамматика
1255,275,05.11.2025,4.4,Лексика
1256,275,16.09.2025,2.4,Письмо
1257,276,08.08.2025,4.4,Лексика
1258,276,03.05.2025,2.2,Грамматика
1259,277,01.03.2026,3.1,Лексика
1260,277,26.10.2025,2.6,Письмо
1261,277,07.03.2026,2.3,Грамматика
1262,277,03.04.2026,3.0,Лексика
1263,278,04.06.2024,4.9,Письмо
1264,278,19.06.2024,4.0,Аудирование
1265,278,22.05.2024,5.0,Лексика
1266,278,19.04.2024,4.3,Грамматика
1267,279,28.10.2024,1.7,Аудирование
1268,279,31.08.2024,2.9,Письмо
1269,280,29.01.2025,1.5,Аудирование
1270,280,01.04.2025,2.4,Аудирование
1271,280,30.04.2025,1.4,Грамматика
1272,281,30.03.2026,2.2,Письмо
1273,281,26.05.2026,1.3,Письмо
1274,282,11.03.2025,2.9,Грамматика
1275,282,26.05.2025,1.7,Письмо
1276,283,09.03.2026,4.2,Лексика
1277,283,30.05.2026,2.8,Письмо
1278,283,02.06.2026,4.2,Грамматика
1279,283,01.07.2026,3.8,Письмо
1280,283,28.06.2026,4.5,Лексика
1281,283,26.05.2026,4.3,Аудирование
1282,284,23.09.2024,4.6,Письмо
1283,284,16.12.2024,5.0,Аудирование
1284,285,18.12.2024,3.7,Лексика
1285,285,19.10.2024,3.4,Аудирование
1286,286,22.04.2026,1.0,Грамматика
1287,286,14.01.2026,1.2,Аудирование
1288,286,23.02.2026,2.3,Грамматика
1289,287,28.08.2025,4.3,Письмо
1290,287,23.12.2025,2.2,Аудирование
1291,287,12.07.2025,4.6,Письмо
1292,287,04.08.2025,2.6,Лексика
1293,287,16.09.2025,3.8,Грамматика
1294,287,17.09.2025,2.5,Грамматика
1295,287,28.07.2025,3.0,Аудирование
1296,288,08.12.2025,4.9,Лексика
1297,288,16.03.2026,2.6,Письмо
1298,288,24.02.2026,5.0,Аудирование
1299,288,07.12.2025,4.0,Аудирование
1300,289,03.08.2025,1.0,Аудирование
1301,289,06.04.2025,2.1,Грамматика
1302,289,08.07.2025,1.0,Письмо
1303,290,03.09.2025,3.3,Лексика
1304,290,21.11.2025,1.4,Грамматика
1305,290,29.12.2025,1.0,Лексика
1306,290,04.01.2026,1.2,Аудирование
1307,291,23.06.2025,3.6,Лексика
1308,291,22.04.2025,4.4,Аудирование
1309,291,20.05.2025,4.8,Письмо
1310,292,30.11.2024,3.4,Аудирование
1311,292,01.10.2024,3.4,Аудирование
1312,292,08.08.2024,2.5,Аудирование
1313,293,21.07.2025,2.4,Лексика
1314,293,19.11.2025,2.1,Аудирование
1315,294,05.10.2024,2.3,Аудирование
1316,294,21.11.2024,4.0,Аудирование
1317,294,29.09.2024,2.1,Лексика
1318,294,04.10.2024,2.2,Письмо
1319,295,15.11.2025,4.2,Лексика
1320,295,05.03.2026,5.0,Письмо
1321,295,11.12.2025,5.0,Лексика
1322,295,27.11.2025,5.0,Аудирование
1323,296,16.06.2025,1.0,Письмо
1324,296,23.06.2025,1.9,Грамматика
1325,297,10.06.2026,1.8,Лексика
1326,297,26.02.2026,2.9,Аудирование
1327,297,24.03.2026,1.0,Аудирование
1328,297,23.02.2026,2.6,Грамматика
1329,297,05.08.2026,2.0,Лексика
1330,297,24.02.2026,2.1,Лексика
1331,298,21.02.2026,3.0,Аудирование
1332,298,13.09.2025,3.7,Грамматика
1333,298,03.11.2025,5.0,Лексика
1334,299,30.12.2025,4.1,Письмо
1335,299,22.11.2025,3.6,Аудирование
1336,299,22.10.2025,2.2,Аудирование
1337,299,16.12.2025,3.1,Письмо
1338,299,08.01.2026,2.1,Грамматика
1339,299,02.03.2026,2.4,Письмо
1340,299,23.12.2025,3.3,Грамматика
1341,300,31.05.2026,5.0,Аудирование
1342,300,29.04.2026,4.6,Грамматика
1343,300,15.07.2026,5.0,Лексика
1344,300,14.02.2026,5.0,Аудирование
1345,300,10.04.2026,5.0,Письмо
1346,300,21.05.2026,4.8,Аудирование
1347,301,11.09.2024,4.5,Грамматика
1348,301,20.02.2025,4.7,Грамматика
1349,302,13.06.2025,4.4,Письмо
1350,302,03.09.2025,4.9,Грамматика
1351,302,30.06.2025,4.1,Аудирование
1352,302,23.08.2025,5.0,Аудирование
1353,303,12.02.2026,1.0,Лексика
1354,303,11.04.2026,1.0,Лексика
1355,303,07.01.2026,1.0,Письмо
1356,303,24.02.2026,1.0,Аудирование
1357,303,09.02.2026,1.0,Письмо
1358,303,07.02.2026,1.0,Грамматика
1359,304,13.09.2024,3.4,Грамматика
1360,304,19.07.2024,1.0,Аудирование
1361,304,25.10.2024,3.5,Лексика
1362,304,18.12.2024,2.4,Письмо
1363,304,12.12.2024,3.2,Аудирование
1364,304,15.11.2024,2.6,Грамматика
1365,305,17.07.2025,4.0,Аудирование
1366,305,09.08.2025,4.0,Письмо
1367,305,05.04.2025,2.4,Аудирование
1368,305,11.07.2025,4.3,Лексика
1369,305,27.05.2025,3.0,Аудирование
1370,305,18.07.2025,1.6,Письмо
1371,306,23.05.2025,3.3,Грамматика
1372,306,15.04.2025,2.6,Лексика
1373,306,04.05.2025,4.0,Грамматика
1374,306,22.09.2025,3.7,Письмо
1375,306,28.08.2025,2.0,Письмо
1376,306,16.05.2025,3.5,Грамматика
1377,307,11.10.2024,2.5,Письмо
1378,307,25.06.2024,5.0,Лексика
1379,308,23.10.2025,2.1,Грамматика
1380,308,25.07.2025,3.4,Аудирование
1381,309,15.05.2025,2.0,Аудирование
1382,309,16.03.2025,2.1,Письмо
1383,309,27.04.2025,2.1,Аудирование
1384,309,03.08.2025,2.4,Аудирование
1385,309,03.09.2025,2.2,Грамматика
1386,309,24.03.2025,1.2,Грамматика
1387,310,06.05.2025,3.9,Аудирование
1388,310,06.02.2025,3.3,Аудирование
1389,310,27.05.2025,4.1,Лексика
1390,310,04.07.2025,3.4,Грамматика
1391,311,02.09.2024,1.0,Лексика
1392,311,12.08.2024,2.3,Лексика
1393,312,17.08.2025,4.8,Лексика
1394,312,14.10.2025,5.0,Аудирование
1395,312,04.11.2025,5.0,Лексика
1396,312,31.10.2025,5.0,Аудирование
1397,312,13.08.2025,4.7,Грамматика
1398,313,24.09.2024,4.1,Аудирование
1399,313,14.10.2024,1.6,Письмо
1400,313,29.08.2024,3.7,Лексика
1401,313,09.07.2024,4.5,Грамматика
1402,314,04.05.2025,1.2,Лексика
1403,314,05.05.2025,3.0,Аудирование
1404,314,26.06.2025,1.1,Письмо
1405,314,17.04.2025,2.1,Аудирование
1406,314,07.07.2025,1.0,Лексика
1407,314,24.04.2025,2.2,Лексика
1408,314,29.05.2025,1.0,Письмо
1409,315,27.06.2025,1.9,Письмо
1410,315,15.06.2025,3.3,Лексика
1411,315,02.08.2025,2.3,Письмо
1412,316,19.02.2026,2.8,Грамматика
1413,316,12.07.2026,5.0,Лексика
1414,316,02.05.2026,4.7,Грамматика
1415,316,22.05.2026,3.3,Письмо
1416,317,19.02.2025,4.2,Письмо
1417,317,27.02.2025,3.3,Аудирование
1418,317,02.02.2025,5.0,Лексика
1419,317,08.01.2025,3.6,Письмо
1420,318,05.11.2024,1.9,Письмо
1421,318,14.01.2025,2.8,Лексика
1422,318,12.11.2024,1.4,Письмо
1423,318,23.09.2024,1.7,Грамматика
1424,318,26.09.2024,2.5,Письмо
1425,319,03.08.2024,3.7,Грамматика
1426,319,24.08.2024,1.7,Грамматика
1427,319,14.09.2024,3.7,Письмо
1428,319,28.09.2024,2.1,Письмо
1429,319,03.09.2024,3.0,Грамматика
1430,319,29.07.2024,2.4,Грамматика
1431,320,13.10.2024,3.5,Аудирование
1432,320,23.12.2024,3.0,Аудирование
1433,320,14.02.2025,3.2,Аудирование
1434,320,07.11.2024,3.7,Грамматика
1435,320,24.01.2025,1.6,Письмо
1436,320,18.01.2025,1.9,Грамматика
1437,320,11.02.2025,1.0,Письмо
1438,321,17.09.2024,4.5,Лексика
1439,321,14.10.2024,3.5,Письмо
1440,321,17.10.2024,4.6,Лексика
1441,321,16.11.2024,4.9,Грамматика
1442,321,18.01.2025,4.0,Письмо
1443,321,03.03.2025,4.3,Лексика
1444,322,06.08.2024,4.1,Лексика
1445,322,23.07.2024,4.0,Лексика
1446,322,18.08.2024,5.0,Письмо
1447,323,03.11.2025,1.2,Аудирование
1448,323,04.01.2026,1.0,Грамматика
1449,323,06.11.2025,2.9,Лексика
1450,323,11.11.2025,2.8,Грамматика
1451,324,04.06.2024,2.4,Грамматика
1452,324,19.08.2024,2.8,Аудирование
1453,324,02.09.2024,2.4,Аудирование
1454,324,12.09.2024,3.0,Аудирование
1455,324,02.11.2024,1.8,Грамматика
1456,324,19.10.2024,3.6,Лексика
1457,325,24.10.2024,1.0,Лексика
1458,325,22.08.2024,1.0,Грамматика
1459,325,25.11.2024,1.0,Письмо
1460,325,09.09.2024,1.0,Аудирование
1461,326,12.04.2025,1.0,Письмо
1462,326,17.04.2025,1.0,Аудирование
1463,326,15.05.2025,1.0,Грамматика
1464,326,30.01.2025,3.1,Аудирование
1465,327,05.09.2025,1.0,Грамматика
1466,327,22.08.2025,1.0,Письмо
1467,328,25.08.2025,1.3,Письмо
1468,328,09.09.2025,1.0,Лексика
1469,328,03.09.2025,1.0,Аудирование
1470,328,27.06.2025,3.8,Грамматика
1471,328,23.11.2025,1.0,Грамматика
1472,328,05.09.2025,1.0,Письмо
1473,329,18.11.2025,1.0,Лексика
1474,329,24.11.2025,2.0,Лексика
1475,329,15.11.2025,2.0,Лексика
1476,329,20.09.2025,3.0,Аудирование
1477,329,04.02.2026,1.0,Аудирование
1478,330,09.05.2024,2.9,Письмо
1479,330,08.06.2024,4.0,Письмо
1480,330,16.10.2024,5.0,Лексика
1481,330,01.06.2024,2.9,Письмо
1482,330,14.10.2024,4.3,Аудирование
1483,331,04.01.2025,3.9,Письмо
1484,331,28.01.2025,4.9,Лексика
1485,331,20.11.2024,4.7,Грамматика
1486,332,03.05.2026,2.0,Лексика
1487,332,24.07.2026,1.8,Письмо
1488,332,18.04.2026,2.8,Лексика
1489,332,16.05.2026,1.0,Аудирование
1490,333,02.10.2024,4.8,Аудирование
1491,333,24.07.2024,3.6,Письмо
1492,333,17.05.2024,4.5,Письмо
1493,333,21.08.2024,4.3,Аудирование
1494,333,08.08.2024,3.8,Аудирование
1495,333,06.06.2024,5.0,Грамматика
1496,333,21.04.2024,2.5,Грамматика
1497,334,03.10.2025,3.0,Письмо
1498,334,23.05.2025,4.2,Письмо
1499,334,09.07.2025,3.0,Аудирование
1500,334,04.06.2025,2.7,Грамматика
1501,334,22.04.2025,4.3,Аудирование
1502,334,13.06.2025,2.6,Грамматика
1503,334,06.08.2025,2.1,Аудирование
1504,335,13.10.2025,4.8,Письмо
1505,335,03.08.2025,4.5,Грамматика
1506,335,21.06.2025,5.0,Письмо
1507,335,23.08.2025,5.0,Аудирование
1508,335,15.07.2025,4.6,Аудирование
1509,335,29.07.2025,4.1,Аудирование
1510,336,17.03.2026,2.4,Аудирование
1511,336,06.04.2026,1.0,Грамматика
1512,336,21.02.2026,1.8,Грамматика
1513,336,25.10.2025,3.3,Аудирование
1514,337,22.01.2026,1.6,Лексика
1515,337,19.01.2026,1.9,Аудирование
1516,337,01.12.2025,1.9,Грамматика
1517,337,28.02.2026,2.4,Письмо
1518,337,25.01.2026,2.9,Аудирование
1519,337,17.02.2026,3.0,Лексика
1520,337,28.12.2025,2.7,Грамматика
1521,338,07.01.2026,3.6,Аудирование
1522,338,07.05.2026,2.3,Письмо
1523,338,26.04.2026,2.8,Грамматика
1524,338,04.01.2026,3.2,Лексика
1525,338,04.04.2026,4.5,Аудирование
1526,339,25.02.2026,4.8,Аудирование
1527,339,17.02.2026,3.6,Лексика
1528,340,05.08.2024,3.9,Аудирование
1529,340,17.07.2024,5.0,Лексика
1530,340,06.07.2024,4.3,Грамматика
1531,341,17.10.2025,2.8,Грамматика
1532,341,08.12.2025,3.4,Аудирование
1533,342,11.03.2026,4.0,Письмо
1534,342,14.05.2026,3.0,Аудирование
1535,342,18.12.2025,2.9,Письмо
1536,342,18.01.2026,3.0,Лексика
1537,343,06.01.2026,3.2,Грамматика
1538,343,25.07.2025,3.3,Аудирование
1539,343,17.08.2025,4.7,Письмо
1540,344,20.04.2025,1.0,Письмо
1541,344,27.04.2025,1.0,Аудирование
1542,344,19.05.2025,1.0,Письмо
1543,345,25.11.2024,1.0,Письмо
1544,345,12.07.2024,1.0,Лексика
1545,345,22.11.2024,1.0,Аудирование
1546,345,04.10.2024,1.0,Письмо
1547,345,21.06.2024,2.7,Письмо
1548,345,19.11.2024,1.0,Лексика
1549,345,08.11.2024,1.0,Грамматика
1550,346,03.05.2026,2.7,Аудирование
1551,346,03.03.2026,3.7,Письмо
1552,346,01.03.2026,2.6,Грамматика
1553,346,30.12.2025,2.2,Письмо
1554,346,12.05.2026,3.1,Письмо
1555,346,09.02.2026,2.6,Аудирование
1556,346,02.06.2026,3.0,Письмо
1557,347,06.08.2025,1.0,Письмо
1558,347,26.03.2025,4.7,Аудирование
1559,347,26.06.2025,1.0,Лексика
1560,348,30.01.2025,4.1,Грамматика
1561,348,23.04.2025,3.8,Письмо
1562,348,07.03.2025,2.1,Аудирование
1563,348,08.03.2025,2.7,Аудирование
1564,348,22.02.2025,4.4,Аудирование
1565,348,10.05.2025,4.8,Лексика
1566,349,19.07.2025,4.2,Грамматика
1567,349,22.09.2025,5.0,Письмо
1568,349,31.07.2025,5.0,Аудирование
1569,349,27.07.2025,5.0,Грамматика
1570,350,23.05.2025,1.0,Лексика
1571,350,20.04.2025,1.0,Грамматика
1572,350,09.04.2025,1.9,Лексика
1573,350,18.02.2025,3.2,Лексика
1574,350,07.05.2025,1.0,Лексика
1575,350,03.03.2025,2.1,Аудирование
1576,350,23.04.2025,1.0,Аудирование
1577,351,28.09.2024,3.9,Лексика
1578,351,05.11.2024,4.9,Грамматика
1579,351,03.09.2024,3.0,Аудирование
1580,351,19.08.2024,3.2,Письмо
1581,351,06.10.2024,4.4,Аудирование
1582,351,13.08.2024,3.8,Лексика
1583,352,02.12.2024,2.1,Аудирование
1584,352,18.12.2024,2.4,Аудирование
1585,352,23.12.2024,1.0,Аудирование
1586,352,09.11.2024,1.9,Аудирование
1587,352,22.08.2024,1.7,Письмо
1588,352,26.12.2024,2.6,Аудирование
1589,353,03.03.2025,2.0,Письмо
1590,353,25.04.2025,1.0,Аудирование
1591,353,13.11.2024,3.2,Грамматика
1592,353,21.03.2025,1.8,Грамматика
1593,353,30.12.2024,1.8,Аудирование
1594,353,21.11.2024,2.1,Письмо
1595,354,25.03.2025,1.9,Лексика
1596,354,21.02.2025,1.5,Письмо
1597,354,31.03.2025,1.1,Грамматика
1598,354,23.04.2025,1.2,Аудирование
1599,354,02.03.2025,1.5,Грамматика
1600,354,23.11.2024,3.1,Аудирование
1601,354,15.12.2024,2.6,Письмо
1602,355,23.12.2025,1.0,Грамматика
1603,355,07.09.2025,4.6,Грамматика
1604,355,25.10.2025,1.9,Аудирование
1605,355,20.09.2025,3.2,Письмо
1606,356,29.03.2025,3.3,Аудирование
1607,356,09.01.2025,4.2,Лексика
1608,356,28.01.2025,2.6,Письмо
1609,356,01.12.2024,4.9,Письмо
1610,356,07.04.2025,3.3,Грамматика
1611,357,29.10.2024,4.1,Аудирование
1612,357,03.12.2024,5.0,Грамматика
1613,357,10.10.2024,3.5,Лексика
1614,357,27.09.2024,5.0,Грамматика
1615,357,23.12.2024,3.7,Грамматика
1616,358,28.12.2025,1.0,Грамматика
1617,358,15.11.2025,1.0,Аудирование
1618,358,23.12.2025,1.0,Лексика
1619,358,26.09.2025,1.0,Аудирование
1620,359,16.01.2026,2.9,Аудирование
1621,359,10.04.2026,2.0,Аудирование
1622,359,20.04.2026,1.6,Аудирование
1623,359,09.04.2026,2.3,Лексика
1624,360,26.11.2025,1.0,Аудирование
1625,360,15.11.2025,1.0,Лексика
1626,360,21.01.2026,1.0,Лексика
1627,361,23.09.2025,4.9,Лексика
1628,361,07.12.2025,3.4,Лексика
1629,361,17.09.2025,4.0,Аудирование
1630,361,23.09.2025,4.5,Лексика
1631,361,28.11.2025,4.6,Аудирование
1632,361,06.09.2025,4.1,Лексика
1633,361,26.07.2025,4.4,Грамматика
1634,362,24.06.2025,4.2,Аудирование
1635,362,26.05.2025,4.0,Лексика
1636,362,22.05.2025,3.1,Письмо
1637,362,27.01.2025,3.6,Лексика
1638,362,08.06.2025,3.9,Аудирование
1639,362,21.03.2025,4.4,Грамматика
1640,363,30.03.2025,3.4,Лексика
1641,363,15.03.2025,2.2,Грамматика
1642,363,26.02.2025,3.6,Грамматика
1643,364,29.04.2025,3.3,Аудирование
1644,364,18.04.2025,2.7,Аудирование
1645,365,11.01.2026,2.8,Аудирование
1646,365,22.12.2025,2.4,Лексика
1647,365,14.04.2026,1.3,Аудирование
1648,366,08.05.2026,1.0,Аудирование
1649,366,23.12.2025,1.7,Грамматика
1650,366,06.12.2025,4.1,Письмо
1651,366,19.04.2026,1.0,Аудирование
1652,366,19.04.2026,1.0,Грамматика
1653,366,02.01.2026,1.4,Письмо
1654,367,11.01.2025,3.4,Аудирование
1655,367,28.01.2025,2.6,Грамматика
1656,367,25.01.2025,4.0,Грамматика
1657,367,26.05.2025,2.0,Лексика
1658,367,21.04.2025,4.6,Лексика
1659,367,09.03.2025,1.9,Письмо
1660,368,27.02.2025,1.3,Письмо
1661,368,27.12.2024,2.9,Письмо
1662,368,03.02.2025,3.5,Грамматика
1663,368,19.05.2025,1.4,Аудирование
1664,368,09.05.2025,2.9,Письмо
1665,369,18.09.2024,1.3,Аудирование
1666,369,04.08.2024,3.5,Грамматика
1667,369,07.07.2024,2.6,Аудирование
1668,369,26.11.2024,1.0,Грамматика
1669,369,01.11.2024,1.0,Письмо
1670,369,01.10.2024,1.0,Грамматика
1671,370,02.12.2024,5.0,Грамматика
1672,370,22.01.2025,5.0,Аудирование
1673,370,15.09.2024,4.9,Аудирование
1674,371,21.06.2024,5.0,Письмо
1675,371,11.08.2024,3.4,Лексика
1676,371,10.11.2024,2.0,Письмо
1677,371,15.09.2024,2.6,Лексика
1678,372,17.10.2025,5.0,Грамматика
1679,372,07.09.2025,4.7,Грамматика
1680,372,11.12.2025,5.0,Письмо
1681,373,11.03.2025,5.0,Письмо
1682,373,25.02.2025,5.0,Письмо
1683,373,13.12.2024,5.0,Аудирование
1684,373,11.12.2024,5.0,Аудирование
1685,373,23.02.2025,4.6,Письмо
1686,373,07.03.2025,3.6,Лексика
1687,374,22.01.2026,3.7,Лексика
1688,374,13.03.2026,4.9,Лексика
1689,374,06.01.2026,4.2,Лексика
1690,374,23.02.2026,3.9,Грамматика
1691,375,31.03.2025,5.0,Грамматика
1692,375,07.06.2025,4.3,Аудирование
1693,375,14.05.2025,2.9,Письмо
1694,375,09.05.2025,4.0,Аудирование
1695,375,29.03.2025,3.6,Аудирование
1696,376,15.03.2025,1.0,Письмо
1697,376,05.05.2025,1.0,Грамматика
1698,376,26.04.2025,1.0,Письмо
1699,376,06.03.2025,1.0,Письмо
1700,377,18.12.2024,1.6,Лексика
1701,377,10.03.2025,1.9,Грамматика
1702,377,29.03.2025,1.9,Грамматика
1703,377,12.12.2024,3.3,Грамматика
1704,377,24.01.2025,1.5,Лексика
1705,377,26.03.2025,2.5,Письмо
1706,378,17.06.2026,1.8,Лексика
1707,378,06.06.2026,2.7,Грамматика
1708,379,13.05.2025,1.0,Аудирование
1709,379,19.03.2025,1.0,Аудирование
1710,379,04.03.2025,1.0,Лексика
1711,379,22.03.2025,1.0,Грамматика
1712,380,02.11.2025,1.7,Аудирование
1713,380,17.03.2026,2.5,Грамматика
1714,380,29.10.2025,3.4,Письмо
1715,381,08.07.2024,4.0,Аудирование
1716,381,15.12.2024,5.0,Аудирование
1717,381,15.08.2024,4.6,Аудирование
1718,381,10.10.2024,5.0,Грамматика
1719,382,09.01.2026,3.7,Грамматика
1720,382,22.12.2025,2.7,Аудирование
1721,382,06.03.2026,2.7,Аудирование
1722,382,21.03.2026,2.5,Лексика
1723,382,10.06.2026,3.0,Грамматика
1724,382,22.12.2025,4.1,Грамматика
1725,382,12.06.2026,3.0,Аудирование
1726,383,17.03.2025,5.0,Аудирование
1727,383,12.03.2025,3.4,Грамматика
1728,383,12.01.2025,3.9,Лексика
1729,384,28.09.2025,1.9,Лексика
1730,384,08.12.2025,3.2,Грамматика
1731,384,24.10.2025,2.0,Письмо
1732,384,09.01.2026,3.4,Аудирование
1733,384,27.09.2025,1.7,Письмо
1734,384,13.10.2025,2.3,Лексика
1735,385,11.11.2024,3.9,Аудирование
1736,385,19.04.2025,4.3,Письмо
1737,385,02.11.2024,4.1,Грамматика
1738,385,14.04.2025,1.4,Грамматика
1739,385,01.11.2024,3.8,Аудирование
1740,386,06.06.2026,1.0,Аудирование
1741,386,15.03.2026,1.2,Письмо
1742,386,02.05.2026,2.4,Грамматика
1743,387,15.08.2025,3.8,Лексика
1744,387,13.06.2025,4.0,Аудирование
1745,387,26.05.2025,4.8,Аудирование
1746,387,10.06.2025,4.6,Лексика
1747,387,01.04.2025,5.0,Лексика
1748,387,22.05.2025,3.7,Лексика
1749,387,06.06.2025,5.0,Грамматика
1750,388,03.10.2024,4.1,Аудирование
1751,388,11.06.2024,3.5,Грамматика
1752,388,05.06.2024,3.8,Грамматика
1753,388,07.08.2024,4.2,Лексика
1754,388,06.05.2024,3.2,Грамматика
1755,389,04.06.2025,3.0,Лексика
1756,389,27.06.2025,1.7,Грамматика
1757,389,14.08.2025,3.0,Письмо
1758,389,19.05.2025,3.2,Грамматика
1759,390,04.03.2026,3.1,Аудирование
1760,390,14.10.2025,3.0,Лексика
1761,390,06.02.2026,3.0,Письмо
1762,390,04.12.2025,2.9,Аудирование
1763,390,01.03.2026,3.1,Лексика
1764,391,21.08.2024,1.7,Письмо
1765,391,21.10.2024,3.1,Грамматика
1766,391,28.12.2024,2.3,Письмо
1767,391,21.09.2024,2.4,Аудирование
1768,391,23.12.2024,1.4,Грамматика
1769,392,12.03.2025,3.4,Лексика
1770,392,27.01.2025,2.8,Письмо
1771,392,08.04.2025,3.8,Аудирование
1772,392,06.05.2025,4.5,Письмо
1773,392,23.01.2025,2.1,Грамматика
