Дата,Время,Филиал,Программа,Группа,Преподаватель,Тема,Записано,Пришло,Пропусков всего,Пропусков по уваж. причине,Ученик,Статус записи в группу,Посещение,Продолж. ас/ч,Продолж. ак/ч
27.06.2024,10:00,Северный,Программирование,A1,Сидорова,Разговор,1,1,0,0,Ученик_121,активна,1,2.0,45
07.07.2024,15:00,Северный,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_121,активна,1,2.0,90
11.07.2024,10:00,Северный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_121,активна,1,1.5,90
22.07.2024,11:00,Северный,Программирование,A1,Иванов,Грамматика,1,0,0,0,Ученик_121,заморожена,0,1.5,45
28.07.2024,9:00,Северный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_121,активна,1,1.0,45
31.07.2024,11:00,Северный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_121,активна,1,1.5,60
10.08.2024,20:00,Северный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_121,активна,1,2.0,90
16.08.2025,15:00,Южный,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_122,активна,1,2.0,60
29.08.2025,20:00,Южный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_122,активна,1,2.0,60
05.09.2025,17:00,Южный,Математика,A1,Сидорова,Лексика,1,0,0,0,Ученик_122,заморожена,0,1.0,45
09.09.2025,14:00,Южный,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_122,активна,1,1.5,60
01.07.2025,14:00,Южный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_123,активна,1,1.5,90
06.07.2025,18:00,Южный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_123,активна,1,1.5,45
13.07.2025,12:00,Южный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_123,активна,1,1.5,90
25.07.2025,12:00,Южный,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_123,активна,1,1.0,45
26.07.2025,9:00,Южный,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_123,активна,1,1.5,45
05.08.2025,17:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_123,активна,1,1.0,60
13.08.2025,17:00,Южный,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_123,активна,1,2.0,90
19.08.2025,17:00,Южный,Английский,C1,Сидорова,Лексика,1,1,0,0,Ученик_123,активна,1,1.0,60
28.08.2025,18:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_123,активна,1,1.5,60
29.08.2025,18:00,Южный,Английский,B2,Петров,Лексика,1,0,0,0,Ученик_123,заморожена,0,2.0,45
06.09.2025,11:00,Южный,Математика,B2,Сидорова,Разговор,1,0,0,0,Ученик_123,заморожена,0,1.5,90
22.04.2024,12:00,Северный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_124,активна,1,1.5,45
25.04.2024,9:00,Северный,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_124,активна,1,1.0,60
04.05.2024,18:00,Северный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_124,активна,1,1.0,45
13.05.2024,10:00,Северный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_124,активна,1,1.5,45
17.05.2024,14:00,Северный,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_124,активна,1,1.5,90
28.05.2024,14:00,Северный,Программирование,A1,Сидорова,Разговор,1,1,0,0,Ученик_124,активна,1,2.0,90
02.09.2024,12:00,Южный,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_125,активна,1,1.5,60
09.09.2024,20:00,Южный,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_125,активна,1,1.5,45
14.09.2024,12:00,Южный,Английский,B2,Иванов,Грамматика,1,1,0,0,Ученик_125,активна,1,2.0,90
24.09.2024,15:00,Южный,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_125,активна,1,1.0,45
28.09.2024,19:00,Южный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_125,активна,1,1.5,60
05.10.2024,9:00,Южный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_125,активна,1,1.0,60
17.10.2024,15:00,Южный,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_125,активна,1,1.0,60
31.10.2025,11:00,Южный,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_126,активна,1,2.0,60
05.11.2025,10:00,Южный,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_126,активна,1,1.5,60
12.11.2025,20:00,Южный,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_126,активна,1,1.5,45
18.11.2025,14:00,Южный,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_126,активна,1,2.0,90
08.03.2025,13:00,Северный,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_127,активна,1,1.0,45
14.03.2025,12:00,Северный,Английский,B2,Петров,Грамматика,1,0,0,0,Ученик_127,заморожена,0,1.5,90
25.03.2025,17:00,Северный,Английский,C1,Петров,Грамматика,1,0,0,0,Ученик_127,заморожена,0,1.0,60
01.04.2025,20:00,Северный,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_127,активна,1,1.0,90
08.04.2025,14:00,Северный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_127,активна,1,1.5,60
15.04.2025,20:00,Северный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_127,активна,1,2.0,60
21.04.2025,11:00,Северный,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_127,активна,1,1.0,90
26.04.2025,16:00,Северный,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_127,активна,1,1.5,60
07.05.2025,20:00,Северный,Математика,B2,Петров,Грамматика,1,0,0,0,Ученик_127,заморожена,0,2.0,90
13.05.2025,12:00,Северный,Математика,C1,Иванов,Лексика,1,0,0,0,Ученик_127,заморожена,0,1.0,60
29.05.2024,9:00,Основной,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_128,активна,1,1.5,60
08.06.2024,14:00,Основной,Математика,A1,Петров,Разговор,1,0,0,0,Ученик_128,заморожена,0,2.0,60
14.06.2024,18:00,Основной,Программирование,A1,Иванов,Грамматика,1,0,0,0,Ученик_128,заморожена,0,1.5,60
17.06.2024,14:00,Основной,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_128,активна,1,2.0,90
30.06.2024,12:00,Основной,Программирование,A1,Петров,Грамматика,1,0,0,0,Ученик_128,заморожена,0,1.0,90
30.04.2024,18:00,Южный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_129,активна,1,1.5,90
05.05.2024,14:00,Южный,Программирование,C1,Сидорова,Разговор,1,1,0,0,Ученик_129,активна,1,2.0,60
15.05.2024,18:00,Южный,Программирование,C1,Иванов,Лексика,1,0,0,0,Ученик_129,заморожена,0,2.0,45
28.07.2025,18:00,Северный,Программирование,B2,Сидорова,Лексика,1,0,0,0,Ученик_130,заморожена,0,1.0,60
02.08.2025,18:00,Северный,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_130,активна,1,1.5,90
07.08.2025,18:00,Северный,Английский,B2,Петров,Лексика,1,0,0,0,Ученик_130,заморожена,0,2.0,45
14.08.2025,18:00,Северный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_130,активна,1,2.0,45
18.08.2025,16:00,Северный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_130,активна,1,1.0,45
29.08.2025,17:00,Северный,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_130,активна,1,2.0,60
01.09.2025,18:00,Северный,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_130,активна,1,1.5,45
11.09.2025,15:00,Северный,Программирование,C1,Петров,Грамматика,1,0,0,0,Ученик_130,заморожена,0,2.0,90
18.09.2025,15:00,Северный,Английский,B2,Сидорова,Грамматика,1,1,0,0,Ученик_130,активна,1,1.5,45
23.09.2025,20:00,Северный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_130,активна,1,1.5,90
03.10.2025,15:00,Северный,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_130,активна,1,1.0,60
13.02.2025,20:00,Южный,Программирование,C1,Иванов,Грамматика,1,0,0,0,Ученик_131,заморожена,0,1.0,45
16.02.2025,10:00,Южный,Математика,A1,Иванов,Лексика,1,0,0,0,Ученик_131,заморожена,0,1.5,45
02.03.2025,16:00,Южный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_131,активна,1,1.5,45
07.03.2025,12:00,Южный,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_131,активна,1,2.0,45
10.03.2025,14:00,Южный,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_131,активна,1,1.0,60
21.03.2025,15:00,Южный,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_131,активна,1,1.0,45
26.03.2025,16:00,Южный,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_131,активна,1,2.0,45
06.04.2025,16:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_131,активна,1,1.0,45
15.05.2025,9:00,Основной,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_132,активна,1,1.5,90
27.05.2025,9:00,Основной,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_132,активна,1,1.0,90
30.05.2025,16:00,Основной,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_132,активна,1,1.5,45
05.06.2025,19:00,Основной,Математика,A1,Петров,Разговор,1,0,0,0,Ученик_132,заморожена,0,1.5,60
02.05.2024,9:00,Южный,Математика,C1,Иванов,Разговор,1,0,0,0,Ученик_133,заморожена,0,1.5,60
11.05.2024,15:00,Южный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_133,активна,1,1.5,60
20.05.2024,9:00,Южный,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_133,активна,1,1.0,45
24.05.2024,10:00,Южный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_133,активна,1,1.0,90
02.06.2024,10:00,Южный,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_133,активна,1,2.0,90
07.06.2024,17:00,Южный,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_133,активна,1,2.0,90
17.06.2024,15:00,Южный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_133,активна,1,2.0,60
31.01.2026,11:00,Южный,Английский,A1,Сидорова,Грамматика,1,0,0,0,Ученик_134,заморожена,0,1.0,60
03.02.2026,14:00,Южный,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_134,активна,1,1.0,90
13.02.2026,11:00,Южный,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_134,активна,1,1.0,90
17.02.2026,20:00,Южный,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_134,активна,1,2.0,90
27.02.2026,9:00,Южный,Программирование,C1,Петров,Разговор,1,0,0,0,Ученик_134,заморожена,0,2.0,45
10.03.2026,9:00,Южный,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_134,активна,1,1.5,45
14.03.2026,15:00,Южный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_134,активна,1,1.5,45
18.03.2026,13:00,Южный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_134,активна,1,1.0,60
27.03.2026,20:00,Южный,Английский,C1,Иванов,Разговор,1,0,0,0,Ученик_134,заморожена,0,2.0,45
28.03.2026,12:00,Южный,Английский,C1,Иванов,Разговор,1,1,0,0,Ученик_134,активна,1,1.0,90
20.12.2025,12:00,Северный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_135,активна,1,2.0,45
22.12.2025,9:00,Северный,Математика,A1,Петров,Грамматика,1,0,0,0,Ученик_135,заморожена,0,1.5,45
30.12.2025,10:00,Северный,Математика,B2,Петров,Лексика,1,0,0,0,Ученик_135,заморожена,0,2.0,90
08.01.2026,12:00,Северный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_135,активна,1,1.5,45
14.01.2026,13:00,Северный,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_135,активна,1,1.5,60
20.01.2026,9:00,Северный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_135,активна,1,1.0,60
26.01.2026,11:00,Северный,Математика,B2,Иванов,Лексика,1,0,0,0,Ученик_135,заморожена,0,1.0,60
02.02.2026,14:00,Северный,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_135,активна,1,1.0,90
12.02.2026,15:00,Северный,Математика,A1,Петров,Грамматика,1,0,0,0,Ученик_135,заморожена,0,1.5,45
15.02.2026,19:00,Северный,Математика,B2,Иванов,Разговор,1,0,0,0,Ученик_135,заморожена,0,2.0,90
17.03.2025,20:00,Северный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_136,активна,1,1.0,60
26.03.2025,9:00,Северный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_136,активна,1,1.5,60
01.04.2025,19:00,Северный,Программирование,C1,Сидорова,Разговор,1,1,0,0,Ученик_136,активна,1,1.0,90
12.04.2025,9:00,Северный,Английский,A1,Петров,Разговор,1,0,0,0,Ученик_136,заморожена,0,2.0,60
17.04.2025,12:00,Северный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_136,активна,1,2.0,60
23.04.2025,13:00,Северный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_136,активна,1,2.0,90
01.05.2025,16:00,Северный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_136,активна,1,1.0,60
08.05.2025,12:00,Северный,Программирование,B2,Петров,Грамматика,1,1,0,0,Ученик_136,активна,1,1.5,90
10.05.2025,10:00,Северный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_136,активна,1,1.0,45
24.05.2025,20:00,Северный,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_136,активна,1,1.5,90
26.05.2025,12:00,Северный,Английский,B2,Иванов,Грамматика,1,1,0,0,Ученик_136,активна,1,1.5,45
15.01.2025,13:00,Южный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_137,активна,1,1.0,60
19.01.2025,10:00,Южный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_137,активна,1,2.0,45
23.01.2025,13:00,Южный,Программирование,A1,Сидорова,Разговор,1,1,0,0,Ученик_137,активна,1,2.0,45
06.02.2025,12:00,Южный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_137,активна,1,2.0,90
09.02.2025,13:00,Южный,Английский,B2,Сидорова,Лексика,1,0,0,0,Ученик_137,заморожена,0,1.5,60
15.02.2025,10:00,Южный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_137,активна,1,1.5,45
22.02.2025,12:00,Южный,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_137,активна,1,1.0,45
02.03.2025,16:00,Южный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_137,активна,1,2.0,45
06.03.2025,20:00,Южный,Английский,B2,Сидорова,Лексика,1,1,0,0,Ученик_137,активна,1,2.0,60
31.08.2024,11:00,Северный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_138,активна,1,1.5,45
07.09.2024,15:00,Северный,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_138,активна,1,1.0,45
18.09.2024,12:00,Северный,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_138,активна,1,2.0,90
28.08.2025,11:00,Основной,Программирование,C1,Сидорова,Разговор,1,0,0,0,Ученик_139,заморожена,0,1.0,60
05.09.2025,16:00,Основной,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_139,активна,1,1.0,90
06.09.2025,13:00,Основной,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_139,активна,1,2.0,45
10.08.2024,12:00,Южный,Программирование,C1,Сидорова,Грамматика,1,0,0,0,Ученик_140,заморожена,0,2.0,60
21.08.2024,18:00,Южный,Программирование,C1,Иванов,Грамматика,1,0,0,0,Ученик_140,заморожена,0,2.0,45
25.08.2024,12:00,Южный,Английский,C1,Сидорова,Разговор,1,0,0,0,Ученик_140,заморожена,0,1.0,45
30.08.2024,17:00,Южный,Английский,B2,Петров,Лексика,1,1,0,0,Ученик_140,активна,1,2.0,45
01.03.2025,16:00,Основной,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_141,активна,1,2.0,45
08.03.2025,10:00,Основной,Математика,C1,Сидорова,Разговор,1,0,0,0,Ученик_141,заморожена,0,1.0,90
18.03.2025,19:00,Основной,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_141,активна,1,1.0,45
20.03.2025,20:00,Основной,Английский,A1,Петров,Грамматика,1,0,0,0,Ученик_141,заморожена,0,2.0,90
13.11.2024,12:00,Северный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_142,активна,1,2.0,60
19.11.2024,20:00,Северный,Программирование,A1,Сидорова,Грамматика,1,0,0,0,Ученик_142,заморожена,0,1.5,60
02.12.2024,17:00,Северный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_142,активна,1,1.0,45
31.12.2025,18:00,Южный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_143,активна,1,2.0,45
07.01.2026,13:00,Южный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_143,активна,1,1.5,60
12.01.2026,16:00,Южный,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_143,активна,1,1.0,90
23.01.2026,15:00,Южный,Математика,C1,Петров,Грамматика,1,0,0,0,Ученик_143,заморожена,0,1.5,90
30.01.2026,15:00,Южный,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_143,активна,1,1.5,45
06.02.2026,14:00,Южный,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_143,активна,1,1.5,45
15.04.2025,17:00,Южный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_144,активна,1,1.0,60
19.04.2025,18:00,Южный,Программирование,C1,Петров,Разговор,1,1,0,0,Ученик_144,активна,1,1.5,45
25.04.2025,9:00,Южный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_144,активна,1,1.5,90
05.01.2025,17:00,Северный,Программирование,A1,Петров,Разговор,1,0,0,0,Ученик_145,заморожена,0,2.0,60
13.01.2025,16:00,Северный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_145,активна,1,1.5,90
21.01.2025,10:00,Северный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_145,активна,1,2.0,45
27.01.2025,18:00,Северный,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_145,активна,1,2.0,90
14.10.2024,11:00,Северный,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_146,активна,1,1.0,60
23.10.2024,13:00,Северный,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_146,активна,1,1.5,60
30.10.2024,14:00,Северный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_146,активна,1,1.0,90
05.11.2024,19:00,Северный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_146,активна,1,1.0,90
08.11.2024,13:00,Северный,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_146,активна,1,2.0,90
03.09.2025,20:00,Южный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_147,активна,1,2.0,90
12.09.2025,13:00,Южный,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_147,активна,1,2.0,90
17.09.2025,14:00,Южный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_147,активна,1,1.0,60
27.09.2025,12:00,Южный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_147,активна,1,1.5,90
06.10.2025,10:00,Южный,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_147,активна,1,1.0,45
09.10.2025,16:00,Южный,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_147,активна,1,2.0,45
26.07.2025,10:00,Южный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_148,активна,1,1.0,45
05.08.2025,12:00,Южный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_148,активна,1,1.0,45
13.08.2025,14:00,Южный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_148,активна,1,1.5,90
13.08.2025,11:00,Южный,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_148,активна,1,1.0,60
26.08.2025,11:00,Южный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_148,активна,1,2.0,60
01.09.2025,20:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_148,активна,1,2.0,45
09.09.2025,18:00,Южный,Программирование,A1,Петров,Лексика,1,0,0,0,Ученик_148,заморожена,0,2.0,60
12.09.2025,10:00,Южный,Математика,C1,Иванов,Грамматика,1,0,0,0,Ученик_148,заморожена,0,2.0,90
21.09.2025,13:00,Южный,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_148,активна,1,1.5,60
15.04.2024,15:00,Северный,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_149,активна,1,1.0,90
24.04.2024,16:00,Северный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_149,активна,1,1.0,45
03.05.2024,20:00,Северный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_149,активна,1,2.0,90
12.05.2024,9:00,Северный,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_149,активна,1,1.0,60
19.05.2024,20:00,Северный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_149,активна,1,1.0,90
22.05.2024,9:00,Северный,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_149,активна,1,1.0,60
02.06.2024,18:00,Северный,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_149,активна,1,2.0,60
13.10.2025,20:00,Северный,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_150,активна,1,1.5,60
24.10.2025,15:00,Северный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_150,активна,1,2.0,45
02.11.2025,16:00,Северный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_150,активна,1,2.0,45
06.11.2025,9:00,Северный,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_150,активна,1,1.0,90
16.11.2025,14:00,Северный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_150,активна,1,2.0,90
18.11.2025,12:00,Северный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_150,активна,1,2.0,45
23.11.2025,14:00,Северный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_150,активна,1,2.0,45
05.12.2025,18:00,Северный,Программирование,A1,Петров,Лексика,1,0,0,0,Ученик_150,заморожена,0,2.0,45
07.12.2025,16:00,Северный,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_150,активна,1,2.0,90
30.03.2025,18:00,Южный,Математика,C1,Петров,Разговор,1,0,0,0,Ученик_151,заморожена,0,2.0,90
07.04.2025,17:00,Южный,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_151,активна,1,2.0,60
10.04.2025,18:00,Южный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_151,активна,1,1.5,90
17.04.2025,12:00,Южный,Английский,A1,Иванов,Лексика,1,0,0,0,Ученик_151,заморожена,0,1.0,60
27.04.2025,9:00,Южный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_151,активна,1,2.0,60
30.04.2025,10:00,Южный,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_151,активна,1,1.5,45
12.09.2024,20:00,Северный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_152,активна,1,1.5,90
21.09.2024,17:00,Северный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_152,активна,1,1.5,45
28.09.2024,19:00,Северный,Английский,A1,Сидорова,Разговор,1,0,0,0,Ученик_152,заморожена,0,2.0,60
05.10.2024,11:00,Северный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_152,активна,1,2.0,45
13.10.2024,10:00,Северный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_152,активна,1,1.5,60
15.10.2024,12:00,Северный,Английский,C1,Петров,Лексика,1,0,0,0,Ученик_152,заморожена,0,1.0,90
23.10.2024,17:00,Северный,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_152,активна,1,1.5,45
01.11.2024,11:00,Северный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_152,активна,1,1.5,90
28.05.2024,11:00,Южный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_153,активна,1,2.0,90
10.06.2024,15:00,Южный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_153,активна,1,2.0,45
12.06.2024,12:00,Южный,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_153,активна,1,1.0,60
18.06.2024,13:00,Южный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_153,активна,1,1.0,90
30.06.2024,15:00,Южный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_153,активна,1,2.0,60
24.01.2025,9:00,Южный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_154,активна,1,1.5,60
25.01.2025,16:00,Южный,Математика,C1,Петров,Лексика,1,0,0,0,Ученик_154,заморожена,0,1.0,45
08.02.2025,20:00,Южный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_154,активна,1,2.0,45
13.02.2025,10:00,Южный,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_154,активна,1,1.5,60
15.02.2025,18:00,Южный,Программирование,C1,Иванов,Лексика,1,0,0,0,Ученик_154,заморожена,0,1.0,60
25.05.2024,12:00,Южный,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_155,активна,1,1.0,45
02.06.2024,11:00,Южный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_155,активна,1,1.5,90
05.06.2024,12:00,Южный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_155,активна,1,2.0,45
11.06.2024,12:00,Южный,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_155,активна,1,1.5,45
25.06.2024,18:00,Южный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_155,активна,1,1.0,60
26.06.2024,17:00,Южный,Математика,B2,Петров,Разговор,1,0,0,0,Ученик_155,заморожена,0,1.0,90
04.07.2024,14:00,Южный,Английский,A1,Петров,Лексика,1,0,0,0,Ученик_155,заморожена,0,2.0,45
10.07.2024,13:00,Южный,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_155,активна,1,2.0,60
13.10.2024,17:00,Южный,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_156,активна,1,1.5,90
21.10.2024,10:00,Южный,Английский,A1,Сидорова,Грамматика,1,0,0,0,Ученик_156,заморожена,0,1.5,90
28.10.2024,12:00,Южный,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_156,активна,1,2.0,90
07.11.2024,16:00,Южный,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_156,активна,1,1.0,60
12.11.2024,17:00,Южный,Английский,A1,Сидорова,Грамматика,1,0,0,0,Ученик_156,заморожена,0,2.0,90
21.11.2024,14:00,Южный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_156,активна,1,1.0,60
29.11.2024,10:00,Южный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_156,активна,1,1.5,60
03.12.2024,17:00,Южный,Английский,A1,Петров,Грамматика,1,0,0,0,Ученик_156,заморожена,0,1.5,90
09.12.2024,11:00,Южный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_156,активна,1,1.5,90
16.12.2024,15:00,Южный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_156,активна,1,1.5,90
